lat,lon,date,n_grouped,pf_observed,pf_depth,obs_depth,obs_limit,source,transect_point,org_thick,rock,Soil Type,rocky/silty,Wildfire,Widlfire date/name,Burn Year,Canopy and Surface
63.13604209499999,-117.24136410000001,2019-08-15,10,1,,,,Bonaventure_Whati,,,,,,,,,
63.142165392,-117.26967200000001,2019-08-15,5,0,,,,Bonaventure_Whati,,,,,,,,,
63.13999948749999,-117.26309125,2019-08-15,4,1,,,,Bonaventure_Whati,,,,,,,,,
63.14260599,-117.249753,2019-08-15,2,1,,,,Bonaventure_Whati,,,,,,,,,
63.1394699825,-117.24050775,2019-08-15,4,0,,,,Bonaventure_Whati,,,,,,,,,
63.14390768333333,-117.27514666666667,2019-08-15,3,0,,,,Bonaventure_Whati,,,,,,,,,
63.145959212,-117.26271899999999,2019-08-15,5,0,,,,Bonaventure_Whati,,,,,,,,,
63.144046679999995,-117.25251566666667,2019-08-15,3,1,,,,Bonaventure_Whati,,,,,,,,,
63.15156251,-117.2721595,2019-08-15,2,0,,,,Bonaventure_Whati,,,,,,,,,
63.14988436499999,-117.26368092857145,2019-08-15,14,1,,,,Bonaventure_Whati,,,,,,,,,
63.15035607363636,-117.25341863636366,2019-08-15,11,1,,,,Bonaventure_Whati,,,,,,,,,
63.16132022222223,-117.14329022222222,2019-08-15,9,1,,,,Bonaventure_Whati,,,,,,,,,
63.16776139875,-117.143899875,2019-08-15,8,0,,,,Bonaventure_Whati,,,,,,,,,
63.16629200333333,-117.13552733333331,2019-08-15,3,1,,,,Bonaventure_Whati,,,,,,,,,
63.17174951,-117.14411899999999,2019-08-15,4,1,,,,Bonaventure_Whati,,,,,,,,,
63.16093,-117.17017550000001,2019-08-15,6,1,,,,Bonaventure_Whati,,,,,,,,,
63.166410799999994,-117.17155079999998,2019-08-15,5,0,,,,Bonaventure_Whati,,,,,,,,,
63.152005612,-117.2238184,2019-08-15,5,0,,,,Bonaventure_Whati,,,,,,,,,
63.15951871,-117.2730497142857,2019-08-15,7,1,,,,Bonaventure_Whati,,,,,,,,,
63.17022064333333,-117.28136933333333,2019-08-15,6,0,,,,Bonaventure_Whati,,,,,,,,,
63.168418020000004,-117.276727,2019-08-15,2,0,,,,Bonaventure_Whati,,,,,,,,,
63.17817451,-117.304431,2019-08-15,4,1,,,,Bonaventure_Whati,,,,,,,,,
63.177833495,-117.295181,2019-08-15,2,1,,,,Bonaventure_Whati,,,,,,,,,
63.128093416,-117.23580299999999,2019-08-15,5,1,,,,Bonaventure_Whati,,,,,,,,,
63.16505254111112,-117.21556355555555,2019-08-15,9,1,,,,Bonaventure_Whati,,,,,,,,,
63.130467485,-117.2549095,2019-08-15,2,1,,,,Bonaventure_Whati,,,,,,,,,
66.26713080131599,-150.3496964771416,2016-09-02,25,0,108.7,147.1818181818182,137.96,Minsley_2017,,6.636363636363637,,,,,,,
65.80080577538364,-149.4370551929524,2016-09-03,33,1,55.515151515151516,55.65625,129.54545454545453,Minsley_2017,,7.625,,,,,,,
65.5681000294118,-148.92456509893051,2013-08-16,187,1,46.035650623885914,46.03565062388592,132.0,Schaefer_2020,,8.0,,,,,,,
65.57209161320151,-148.9266088398122,2017-02-27,56,1,72.0,68.85185185185185,132.89285714285714,Minsley_2017,,6.7894736842105265,,,,,,,
65.34074438499813,-146.91477980987702,2014-02-24,226,1,35.16275430359936,36.88786482334869,130.525,Schaefer_2020,,13.555555555555555,,,,,,,
65.23026547195883,-148.12553907208755,2016-03-11,60,1,54.869565217391305,61.52,130.85,Minsley_2017,,15.20754716981132,,,,,,,
60.75907,-115.8616,1990-08-15,2,1,66.5,66.5,,Holloway_2019,,88.0,,"Clay, silt, with some stones",,,,1971,"Spruce; moss, lab tea, willow, birch."
60.71421,-115.89195,1990-08-15,4,0,115.0,115.0,,Holloway_2019,,30.5,,Sand and gravel,,,,,"Poplar, spruce, tamarack; Moss, willow, lab tea"
60.70697,-115.9038,1990-08-15,2,0,,,,Holloway_2019,,30.0,,Gravel,,,,1981,"Poplar, spruce, willow"
60.67968,-115.95303,1990-08-15,2,1,60.0,60.0,,Holloway_2019,,60.0,,,,,,,"Spruce, tamarack, willow; grass, labrador tea, moss"
60.6603,-116.01446,1990-08-15,2,0,54.0,54.0,,Holloway_2019,,51.0,,Sand,,,,,"Spruce, tamarack (small); Wet, sedge, willow, birch"
60.62586,-116.06358,1990-08-15,2,0,,,,Holloway_2019,,38.0,,Sand,,,,,"Spruce, tamarack; hummocky sphagnum, lichen, lab tea"
60.60585,-116.09553,1990-08-15,2,0,,,,Holloway_2019,,15.0,,Gravel,,,,,"Poplar, jack pine, spruce"
60.57663,-116.11031,1990-08-15,2,0,113.0,113.0,,Holloway_2019,,63.0,,Sand,,,,,"Spruce and tamarack; hummocky moss, grass, lab tea, lichen, birch"
60.5679,-116.11639,1990-08-15,2,0,,,,Holloway_2019,,42.0,,Sand,,,,,"Spruce, tamarack; hummocky moss, horse tails, lab tea"
60.55503,-116.15326,1990-08-15,2,0,,,,Holloway_2019,,20.0,,Sand,,,,,"Spruce, jack pine, tamarack; Moss, lichen, sedge"
60.52057,-116.22886,1990-08-15,2,0,,,,Holloway_2019,,16.0,,"Sand, silt, clay, some stones",,,,,"Poplar, spruce, jack pine"
60.492785,-116.298835,1990-08-15,4,1,101.5,101.5,,Holloway_2019,,48.333333333333336,,"Organic, sand, silt, clay",,,,,"Spruce, tamarack, willow; Wet moss"
60.48296,-116.318,1990-08-15,2,0,,,,Holloway_2019,,62.5,,"Silt, sand, some stones",,,,,"Tamarack, willow, spruce; sedge, moss, wet"
61.35923968,-116.63540266666666,2000-04-14,3,1,99.0,99.0,,Holloway_2019,,58.0,,Sand and gravel,,,,,
60.44796,-116.34259,1990-08-15,2,0,,,,Holloway_2019,,6.0,,"Clay, silt, some stones",,,,,"Jack pine, poplar; forest litter"
60.41035,-116.36451,1990-08-15,2,1,67.5,67.5,,Holloway_2019,,75.5,,"Sand, silt",,,,,"Spruce; hummocky moss, lab tea"
60.33794,-116.46609,1990-08-15,2,0,69.0,69.0,,Holloway_2019,,153.0,,Scattered stones,,,,,"Spruce, jack pine, poplar; moss, willow"
60.27525,-116.56372666666668,1990-08-15,6,1,100.0,100.0,,Holloway_2019,,43.833333333333336,,"Silt, sand, clay",,,,,"Spruce, willow, birch, tamarack; moss, lab tea, sedge, wet"
60.20906,-116.64973,1990-08-15,2,0,,,,Holloway_2019,,14.0,,Sand and gravel,,,,,"Poplar, birch, spruce, jack pine"
60.17967,-116.68008,1990-08-15,2,0,,,,Holloway_2019,,19.0,,"Silt, sand",,,,,"Poplar, spruce"
60.10029,-116.76576,1990-08-15,2,0,,,,Holloway_2019,,27.0,,"Organic sand, silt, clay",,,,,"Poplar, birch, spruce, tamarack, willow; moss, lab tea"
60.03948,-116.87433,1990-08-15,2,1,65.5,65.5,,Holloway_2019,,128.5,,"Clay, silt",,,,,"Spruce, tamarack, jack pine; hummocky sphagnum, lichen, lab tea"
59.9962,-116.9896,1990-08-15,2,1,57.0,57.0,,Holloway_2019,,85.5,,"Clay, silt, sand",,,,,"Spruce; hummocky sphagnum and moss, lichen, lab tea, cranberry"
59.944824999999994,-117.02464,1990-08-15,4,1,56.666666666666664,56.666666666666664,,Holloway_2019,,61.333333333333336,,,,,,,"Spruce, tamarack; sphagnum, moss, lichen, lab tea"
59.950799999999994,-117.02249,1981-04-15,3,1,68.0,68.0,,Holloway_2019,,61.0,,Clay,,,,,Spruce; hummocky sphagnum
59.93847333333333,-117.02777333333334,1981-04-15,3,0,,,,Holloway_2019,,60.666666666666664,,"Clay, silt",,,,,"Spruce, tamarack, willow; Moss"
59.924445,-117.035515,1990-08-15,4,1,61.333333333333336,61.333333333333336,,Holloway_2019,,75.5,,"Clay, silt",,,,,"Spruce; hummocky sphagnum, lichen, lab tea"
59.90151,-117.04208,1990-08-15,4,0,,,,Holloway_2019,,39.25,,"Silt, clay",,,,,"Spruce, tamarack, poplar; moss, licen, grass, rose "
60.986405676666664,-117.12420066666668,2000-04-14,3,1,78.0,78.0,,Holloway_2019,,60.5,,"Clay, silt",,,,,
60.97439532666667,-117.11982866666665,2000-04-14,3,1,62.0,62.0,,Holloway_2019,,50.0,,Clay,,,,,
59.8577,-117.03937,1990-08-15,2,0,244.0,244.0,,Holloway_2019,,15.0,,Sand,,,,,"Poplar, willow; grass, roses"
59.82221,-117.04533,1990-08-15,2,1,69.0,69.0,,Holloway_2019,,157.5,,"Clay, silt",,,,,"Spruce, tamarack; hummocky sphagnum, lichen, lab tea"
59.811,-117.05457,1990-08-15,2,1,57.0,57.0,,Holloway_2019,,63.0,,,,,,2012,"Spruce, tamarack, birch; hummocky sphagnum and moss, lichen, lab tea, grass"
59.79554,-117.06028,1990-08-15,2,1,58.0,58.0,,Holloway_2019,,60.5,,"Clay, silt",,,,2012,"Spruce, tamarack, birch; hummocky sphagnum, lichen, lab tea"
59.77014,-117.07363,1990-08-15,2,0,,,,Holloway_2019,,1.0,,Clay,,,,2012,"Poplar, spruce; forest litter"
